0;0.07536029815673828
1;0.04741263389587402
2;0.06138443946838379
3;0.06388115882873535
4;0.060388803482055664
5;0.06088566780090332
6;0.055397748947143555
7;0.039925336837768555
8;0.05489778518676758
9;0.053899526596069336
10;0.04491758346557617
11;0.036431074142456055
12;0.051903486251831055
13;0.04791116714477539
14;0.0953223705291748
15;0.05439877510070801
16;0.05689430236816406
17;0.047910451889038086
18;0.04791140556335449
19;0.04841113090515137
20;0.06737351417541504
21;0.04391837120056152
22;0.04142355918884277
23;0.07635736465454102
24;0.06338238716125488
25;0.05589580535888672
26;0.04841041564941406
27;0.04641318321228027
28;0.047911643981933594
29;0.051903724670410156
30;0.047411441802978516
31;0.055895328521728516
32;0.044417381286621094
33;0.04292130470275879
34;0.042421579360961914
35;0.0374300479888916
36;0.07436037063598633
37;0.04691267013549805
38;0.04691290855407715
39;0.04840993881225586
40;0.049408674240112305
41;0.0459141731262207
42;0.0853424072265625
43;0.03942561149597168
44;0.06437993049621582
45;0.04691362380981445
46;0.04291963577270508
47;0.05190324783325195
48;0.06238508224487305
49;0.07036805152893066
50;0.04791092872619629
51;0.04840993881225586
52;0.05939030647277832
53;0.04341912269592285
54;0.04990649223327637
55;0.05090689659118652
56;0.039426326751708984
57;0.04790949821472168
58;0.04940938949584961
59;0.036431074142456055
60;0.06188488006591797
61;0.039926767349243164
62;0.06937074661254883
63;0.04391884803771973
64;0.06737327575683594
65;0.04391884803771973
66;0.0494084358215332
67;0.055895090103149414
68;0.042920589447021484
69;0.044417619705200195
70;0.04841113090515137
71;0.053899288177490234
72;0.07535958290100098
73;0.049407243728637695
74;0.04940915107727051
75;0.05339980125427246
76;0.04641461372375488
77;0.057891130447387695
78;0.045914649963378906
79;0.045415401458740234
80;0.04741382598876953
81;0.09432506561279297
82;0.054895877838134766
83;0.045416831970214844
84;0.04491472244262695
85;0.05489778518676758
86;0.08084964752197266
87;0.04292035102844238
88;0.05040788650512695
89;0.05888986587524414
90;0.0868372917175293
91;0.05090665817260742
92;0.043917179107666016
93;0.0479121208190918
94;0.04691147804260254
95;0.05090665817260742
96;0.04242086410522461
97;0.02545166015625
98;0.0374302864074707
99;0.01497197151184082
